Count;Country;code;cid;year;fstgdp;institutions;judicial;electoral;media;currcrisis;debtcrisis;bankcrisis;inflation;tradegdp;gini;debtgdp;labor;tariffs;kofglobal;koftrade;conflicts;unemployment;realconsumption;realgrosscapform;pbalance;placebo;war;independent;advanced;populist;leftpop;rightpop;popepc;populist_takeover;leftpop_takeover;rightpop_takeover;populist5;populist15
4440;Japan;JPN;30;1960;18.150171;1.7365816;0.835;0.92;0.895;0;0;0;0.037899256;0.18216395;;0.08371694;0.6183248;;;;20;;;;2.33899;1;0;1;1;0;0;0;0;0;0;0;0;0
4441;Japan;JPN;30;1961;20.172674;1.740814;0.835;0.923;0.895;0;0;0;0.052325726;0.1784423;25.6;0.06324547;0.6183248;;;;3;;;;2.98412;0;0;1;1;0;0;0;0;0;0;0;0;0
4442;Japan;JPN;30;1962;21.780993;1.740814;0.835;0.923;0.895;1;0;0;0.06453848;0.16516307;25.4;0.058364056;0.6183248;;;;3;;;;1.84161;0;0;1;1;0;0;0;0;0;0;0;0;0
4443;Japan;JPN;30;1963;23.40393;1.740814;0.835;0.923;0.895;0;0;0;0.07437062;0.16689657;25.2;0.04716902;0.6183248;;;;5;;;;1.47165;0;0;1;1;0;0;0;0;0;0;0;0;0
4444;Japan;JPN;30;1964;25.891521;1.7365816;0.835;0.92;0.895;0;0;0;0.036854982;0.16972193;25;0.04567206;0.6183248;;;;2;;;;1.19595;1;0;1;1;0;0;0;0;0;0;0;0;0
4445;Japan;JPN;30;1965;27.118626;1.7365816;0.835;0.92;0.895;0;0;0;0.0637157;0.17421937;24.9;0.05375047;0.6183248;;;;1;;;;0.847961;0;0;1;1;0;0;0;0;0;0;0;0;0
4446;Japan;JPN;30;1966;29.754889;1.7365816;0.835;0.92;0.895;0;0;0;0.051138878;0.17938317;25;0.06974781;0.6183248;;;;1;;;;0.084693;0;0;1;1;0;0;0;0;0;0;0;0;0
4447;Japan;JPN;30;1967;32.77361;1.740814;0.835;0.923;0.895;0;0;0;0.03741455;0.17554991;25;0.08536473;0.6183248;;;;6;;;;1.3083;0;0;1;1;0;0;0;0;0;0;0;0;0
4448;Japan;JPN;30;1968;36.886314;1.740814;0.835;0.923;0.895;0;0;0;0.052281618;0.17475793;25;0.09034154;0.6183248;;;;7;;;;1.44781;0;0;1;1;0;0;0;0;0;0;0;0;0
4449;Japan;JPN;30;1969;40.718475;1.740814;0.835;0.923;0.895;0;0;0;0.052231073;0.17768672;25.1;0.08805172;0.6183248;;;;4;;;;1.8266199;0;0;1;1;0;0;0;0;0;0;0;0;0
4450;Japan;JPN;30;1970;44.61595;1.7450463;0.835;0.926;0.895;0;0;0;0.07356262;0.18039268;25.1;0.08489134;0.6183248;;31.107164;28.56043;3;;7822.902739;5.30E+11;2.31122;0;0;1;1;0;0;0;0;0;0;0;0;0
4451;Japan;JPN;30;1971;46.13428;1.7450463;0.835;0.926;0.895;0;0;0;0.058923006;0.1829906;25;0.09424417;0.6183248;;32.54501;29.127623;3;;8072.51969;5.34E+11;1.83267;0;0;1;1;0;0;0;0;0;0;0;0;0
4452;Japan;JPN;30;1972;49.36512;1.7450463;0.835;0.926;0.895;0;0;0;0.045280695;0.16860726;24.8;0.1266775;0.6183248;;35.871693;29.124174;0;;8673.965213;5.87E+11;0.594816;1;0;1;1;0;0;0;0;0;0;0;0;0
4453;Japan;JPN;30;1973;52.92005;1.7365816;0.835;0.92;0.895;0;0;0;0.10848069;0.17737883;24.7;0.116930895;0.6183248;;34.49248;29.85987;0;;9304.9136;6.57E+11;1.37584;0;0;1;1;0;0;0;0;0;0;0;0;0
4454;Japan;JPN;30;1974;51.251705;1.7365816;0.835;0.92;0.895;0;0;0;0.21939826;0.24917863;24.7;0.11702142;0.6183248;;34.324657;32.24366;5;;9174.064599;6.14E+11;1.27077;1;0;1;1;0;0;0;0;0;0;0;0;0
4455;Japan;JPN;30;1975;52.008953;1.7365816;0.835;0.92;0.895;0;0;0;0.11171913;0.22144869;24.7;0.15368211;0.6183248;;34.65332;31.782928;2;;9456.327597;5.82E+11;-1.7897799;0;0;1;1;0;0;0;0;0;0;0;0;0
4456;Japan;JPN;30;1976;53.690258;1.7365816;0.835;0.92;0.895;0;0;0;0.089803934;0.22936442;24.6;0.19617797;0.6183248;;34.819984;31.461153;0;;9627.399551;6.04E+11;-2.44632;1;0;1;1;0;0;0;0;0;0;0;0;0
4457;Japan;JPN;30;1977;55.527493;1.7323493;0.835;0.917;0.895;0;0;0;0.076734066;0.21482603;24.6;0.24834265;0.6183248;;34.769245;31.745747;0;;9920.023424;6.22E+11;-2.21062;0;0;1;1;0;0;0;0;0;0;0;0;0
4458;Japan;JPN;30;1978;57.950184;1.7323493;0.835;0.917;0.895;0;0;0;0.03763485;0.1788058;24.6;0.30498365;0.6183248;;39.290333;31.287745;9;;10346.32219;6.69E+11;-3.66474;1;0;1;1;0;0;0;0;0;0;0;0;0
4459;Japan;JPN;30;1979;60.637974;1.7337601;0.835;0.918;0.895;1;0;0;0.03494978;0.20445754;24.6;0.35005644;0.6183248;;40.260082;31.985544;1;;10924.85339;7.12E+11;-2.49824;0;0;1;1;0;0;0;0;0;0;0;0;0
4460;Japan;JPN;30;1980;61.869225;1.7365816;0.835;0.92;0.895;0;0;0;0.07749939;0.24997422;24.8;0.39554587;0.6183248;;40.938793;32.354458;1;;10954.79695;7.05E+11;-1.64438;1;0;1;1;0;0;0;0;0;0;0;0;0
4461;Japan;JPN;30;1981;63.2253;1.7365816;0.835;0.92;0.895;0;0;0;0.047741413;0.24578238;25.2;0.41373795;0.6201141;;42.008972;32.70641;1;;11145.11207;7.26E+11;-0.660249;0;0;1;1;0;0;0;0;0;0;0;0;0
4462;Japan;JPN;30;1982;64.5426;1.7365816;0.835;0.92;0.895;0;0;0;0.026453495;0.24751155;25.5;0.4477044;0.62173265;;45.072784;32.988735;2;;11583.05165;7.25E+11;-0.21372801;1;0;1;1;0;0;0;0;0;0;0;0;0
4463;Japan;JPN;30;1983;65.14153;1.7365816;0.835;0.92;0.895;0;0;0;0.017998219;0.22678065;26;0.48684353;0.62465996;;45.756107;32.74559;2;;11891.38472;7.07E+11;-0.010735;0;0;1;1;0;0;0;0;0;0;0;0;0
4464;Japan;JPN;30;1984;66.75867;1.7337601;0.835;0.918;0.895;0;0;0;0.022051811;0.2382986;26.5;0.5004889;0.6157052;;46.54602;32.906155;3;;12185.06587;7.46E+11;1.5898699;0;0;1;1;0;0;0;0;0;0;0;0;0
4465;Japan;JPN;30;1985;69.74224;1.7337601;0.835;0.918;0.895;0;0;0;0.01943922;0.23049167;26.7;0.50717413;0.60455304;;47.83644;33.063347;0;;12606.37814;8.19E+11;2.93744;0;0;1;1;0;0;0;0;0;0;0;0;0
4466;Japan;JPN;30;1986;71.379486;1.7351708;0.835;0.919;0.895;0;0;0;0.006396294;0.16951126;27.1;0.5470658;0.59747344;;48.885426;32.3489;2;;13001.15687;8.62E+11;2.90082;0;0;1;1;0;0;0;0;0;0;0;0;0
4467;Japan;JPN;30;1987;73.73634;1.7365816;0.835;0.92;0.895;0;0;0;0.001062393;0.15801346;27.5;0.56518394;0.58969873;;50.601994;32.495373;0;;13505.18828;9.19E+11;3.88895;1;0;1;1;0;0;0;0;0;0;0;0;0
4468;Japan;JPN;30;1988;78.40921;1.7365816;0.835;0.92;0.895;0;0;0;0.007403374;0.15393415;27.7;0.54545087;0.580584;4.12;51.593033;32.504936;0;;14142.14453;1.06E+12;4.52318;0;0;1;1;0;0;0;0;0;0;0;0;0
4469;Japan;JPN;30;1989;82.236084;1.7365816;0.835;0.92;0.895;0;0;0;0.021887302;0.16616702;28;0.51083857;0.57752496;4.07;53.96897;32.59795;0;;14779.63121;1.16E+12;5.09248;1;0;1;1;0;0;0;0;0;0;0;0;0
4470;Japan;JPN;30;1990;86.23247;1.7346333;0.835;0.921;0.893;0;0;0;0.030458927;0.17493598;28.4;0.49386853;0.57327986;3.61;54.187103;32.870697;1;;15436.30387;1.24E+12;;0;0;1;1;0;0;0;0;0;0;0;0;0
4471;Japan;JPN;30;1991;88.8538;1.7346333;0.835;0.921;0.893;0;0;0;0.032467365;0.16138671;28.7;0.48118207;0.5813852;4.04;53.613422;32.314407;0;2.1;15717.23265;1.28E+12;5.38219;1;0;1;1;0;0;0;0;0;0;0;0;0
4472;Japan;JPN;30;1992;89.49658;1.7346333;0.835;0.921;0.893;0;0;0;0.01632309;0.1544843;29;0.49972305;0.58947575;4.24;53.09789;32.27751;1;2.2;16014.92833;1.24E+12;4.24086;0;0;1;1;0;0;0;0;0;0;0;0;0
4473;Japan;JPN;30;1993;89.497;1.7346333;0.835;0.921;0.893;0;0;0;0.013245106;0.14230615;29.1;0.55496293;0.5959805;4.36;52.9547;31.810873;0;2.5;16135.59234;1.20E+12;1.06931;1;0;1;1;0;0;0;0;0;0;0;0;0
4474;Japan;JPN;30;1994;90.17483;1.7346333;0.835;0.921;0.893;0;0;0;0.006557465;0.14397243;29.4;0.5972378;0.6039559;4.3;53.0771;32.240566;0;2.9;16460.63177;1.17E+12;-0.295076;1;0;1;1;0;0;0;0;0;0;0;0;0
4475;Japan;JPN;30;1995;91.542;1.7346333;0.835;0.921;0.893;0;0;0;-0.000934124;0.15168567;29.8;0.65907866;0.59876436;5.22;52.54582;32.361065;0;3.2;16826.41724;1.22E+12;-1.11466;0;0;1;1;0;0;0;0;0;0;0;0;0
4476;Japan;JPN;30;1996;93.660614;1.7346333;0.835;0.921;0.893;0;0;0;0.000934124;0.16907182;30.2;0.7032885;0.5891432;5.59;54.925797;33.523243;2;3.4;17117.04206;1.31E+12;-1.64145;1;0;1;1;0;0;0;0;0;0;0;0;0
4477;Japan;JPN;30;1997;94.71541;1.736044;0.835;0.922;0.893;0;0;1;0.0175848;0.17612225;30.4;0.75273997;0.5955236;4.33;57.567715;35.597527;1;3.4;17170.98761;1.29E+12;-0.596245;0;0;1;1;0;0;0;0;0;0;0;0;0
4478;Japan;JPN;30;1998;92.81234;1.736044;0.835;0.922;0.893;0;0;0;0.006401539;0.17249326;30.7;0.8666079;0.59660864;4.17;59.596676;36.82089;0;4.1;17013.62733;1.22E+12;-2.09754;1;0;1;1;0;0;0;0;0;0;0;0;0
4479;Japan;JPN;30;1999;92.43175;1.736044;0.835;0.922;0.893;0;0;0;-0.002738476;0.1647408;30.9;0.9834043;0.5918315;4.42;59.34089;39.016144;0;4.7;17163.92027;1.17E+12;-3.9311397;0;0;1;1;0;0;0;0;0;0;0;0;0
4480;Japan;JPN;30;2000;94.987656;1.736044;0.835;0.922;0.893;0;0;0;-0.007339478;0.18133757;31.2;1.0648067;0.5819888;4.49;60.67692;41.31296;0;4.7;17399.11292;1.20E+12;-4.29963;1;0;1;1;0;0;0;0;0;0;0;0;0
4481;Japan;JPN;30;2001;95.14431;1.736044;0.835;0.922;0.893;0;0;0;-0.007417202;0.18505332;31.2;1.2201887;0.5821548;5.75;61.811672;40.594753;0;5;17713.17719;1.19E+12;-3.09853;0;0;1;1;1;0;1;1;1;0;1;0;0
4482;Japan;JPN;30;2002;95.04924;1.736044;0.835;0.922;0.893;0;0;0;-0.009283066;0.19276878;31.2;1.309136;0.56968546;5.52;50.380966;49.328117;0;5.4;17899.76924;1.12E+12;-5.01905;0;0;1;1;1;0;1;1;0;0;0;1;1
4483;Japan;JPN;30;2003;96.53346;1.736044;0.835;0.922;0.893;0;0;0;-0.002583504;0.2008289;30.9;1.3667742;0.56282926;5.23;54.710495;50.92576;0;5.3;17974.77178;1.12E+12;-5.27447;0;0;1;1;1;0;1;1;0;0;0;1;1
4484;Japan;JPN;30;2004;98.7233;1.7346333;0.835;0.921;0.893;0;0;0;-0.000100136;0.22101039;30.5;1.5072521;0.5526832;4;55.937214;50.981884;0;4.7;18206.19185;1.14E+12;-3.63399;0;0;1;1;1;0;1;1;0;0;0;1;1
4485;Japan;JPN;30;2005;100;1.736044;0.835;0.922;0.893;0;0;0;-0.00285387;0.2466615;30.5;1.6207436;0.552495;3.58;58.27837;51.34812;0;4.4;18483.12907;1.17E+12;-2.42883;0;0;1;1;1;0;1;1;0;0;0;1;1
4486;Japan;JPN;30;2006;101.30813;1.7388656;0.835;0.924;0.893;0;0;0;0.002516747;0.2831452;30.6;1.6403646;0.55233973;2.82;61.45618;50.459633;0;4.1;18642.90465;1.17E+12;-1.5697;1;0;1;1;1;0;1;1;0;0;0;1;1
4487;Japan;JPN;30;2007;102.693436;1.7388656;0.835;0.924;0.893;0;0;0;0.000619888;0.3085673;30.7;1.6255516;0.54882765;2.74;63.349174;51.740128;0;3.9;18762.119;1.16E+12;0.088028;1;0;1;1;0;0;0;0;0;0;0;0;1
4488;Japan;JPN;30;2008;101.38706;1.7388656;0.835;0.924;0.893;0;0;0;0.013774872;0.32077438;31.4;1.6762375;0.56315213;2.49;63.250362;52.508644;0;4;18540.53027;1.12E+12;-1.63189;1;0;1;1;0;0;0;0;0;0;0;0;1
4489;Japan;JPN;30;2009;95.62681;1.7388656;0.835;0.924;0.893;0;0;0;-0.013602257;0.2276496;31.7;1.8377807;0.572499;2.91;62.77625;50.74914;0;5.1;18373.16217;9.43E+11;;1;0;1;1;0;0;0;0;0;0;0;0;1
4490;Japan;JPN;30;2010;99.52763;1.7388656;0.835;0.924;0.893;0;0;0;-0.007215977;0.2663735;31.9;1.8914125;0.5594847;2.2;62.963814;51.180607;1;5.1;18797.96561;9.70E+11;;1;0;1;1;0;0;0;0;0;0;0;0;1
4491;Japan;JPN;30;2011;99.7359;1.7388656;0.835;0.924;0.893;0;0;0;-0.002733707;0.28406137;32;2.0351248;0.57170737;2.37;64.61083;49.34524;2;4.52;18734.04086;1.00E+12;;1;0;1;1;0;0;0;0;0;0;0;0;1
4492;Japan;JPN;30;2012;101.26863;1.7388656;0.835;0.924;0.893;0;0;0;-0.000570297;0.28609657;32.1;2.114603;0.5682063;2.27;66.98617;50.942062;3;4.3;19144.62478;1.03E+12;;1;0;1;1;0;0;0;0;0;0;0;0;1
4493;Japan;JPN;30;2013;103.4483;1.6898909;0.835;0.925;0.863;1;0;0;0.003424168;0.32069588;31.9;2.1625862;0.56061095;1.18;70.246765;51.702553;1;4;19671.91965;1.06E+12;;0;0;1;1;0;0;0;0;0;0;0;0;1
4494;Japan;JPN;30;2014;103.892494;1.6765249;0.827;0.925;0.863;0;0;0;0.027225971;0.3323636;31.7;2.2014475;0.5620634;1.9092703;68.95699;53.72672;6;3.6;19519.46069;1.08E+12;-5.196897;0;0;1;1;0;0;0;0;0;0;0;0;1
4495;Japan;JPN;30;2015;105.6259;1.6708819;0.827;0.921;0.863;;;0;0.007898808;0.31516713;32;2.170845;0.5540187;1.782661;75.63222;55.084877;8;3.4;19497.8271;1.12E+12;-3.3723752;0;0;1;1;0;0;0;0;0;0;0;0;1
4496;Japan;JPN;30;2016;106.5449;1.6708819;0.827;0.921;0.863;;;0;-0.001140595;0.27687305;32;2.2234108;0.5617258;1.7775965;76.06154;54.80499;4;3.1;19437.02978;1.13E+12;-3.1437497;0;0;1;1;0;0;0;0;0;0;0;0;1
4497;Japan;JPN;30;2017;108.50821;1.6751142;0.827;0.924;0.863;;;0;0.004674435;0.27687305;;;0.5617258;1.8687553;77.346115;55.96199;6;2.8;19673.91834;1.15E+12;-4.0918055;0;0;1;1;0;0;0;0;0;0;0;0;0
4498;Japan;JPN;30;2018;109.335976;1.6872736;0.827;0.935;0.861;;;0;0.011926651;0.27687305;;;;1.9092703;;;4;2.4;19767.44401;1.16E+12;-3.5608888;0;0;1;1;0;0;0;0;0;0;0;0;0
4499;Japan;JPN;30;2019;109.860886;1.6872736;0.827;0.935;0.861;;;0;0.011926651;0.27687305;;;;;;;7;2.4;19748.76292;1.17E+12;;0;0;1;1;0;0;0;0;0;0;0;0;0
4500;Latvia;LVA;31;1870;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;;
4501;Latvia;LVA;31;1871;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;;
4502;Latvia;LVA;31;1872;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;;
4503;Latvia;LVA;31;1873;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;;
4504;Latvia;LVA;31;1874;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;;
4505;Latvia;LVA;31;1875;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4506;Latvia;LVA;31;1876;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4507;Latvia;LVA;31;1877;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4508;Latvia;LVA;31;1878;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4509;Latvia;LVA;31;1879;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4510;Latvia;LVA;31;1880;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4511;Latvia;LVA;31;1881;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4512;Latvia;LVA;31;1882;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4513;Latvia;LVA;31;1883;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4514;Latvia;LVA;31;1884;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4515;Latvia;LVA;31;1885;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4516;Latvia;LVA;31;1886;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4517;Latvia;LVA;31;1887;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4518;Latvia;LVA;31;1888;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4519;Latvia;LVA;31;1889;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4520;Latvia;LVA;31;1890;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4521;Latvia;LVA;31;1891;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4522;Latvia;LVA;31;1892;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4523;Latvia;LVA;31;1893;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4524;Latvia;LVA;31;1894;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4525;Latvia;LVA;31;1895;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4526;Latvia;LVA;31;1896;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4527;Latvia;LVA;31;1897;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4528;Latvia;LVA;31;1898;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4529;Latvia;LVA;31;1899;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
4530;Latvia;LVA;31;1900;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4531;Latvia;LVA;31;1901;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4532;Latvia;LVA;31;1902;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4533;Latvia;LVA;31;1903;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4534;Latvia;LVA;31;1904;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4535;Latvia;LVA;31;1905;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4536;Latvia;LVA;31;1906;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4537;Latvia;LVA;31;1907;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4538;Latvia;LVA;31;1908;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4539;Latvia;LVA;31;1909;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4540;Latvia;LVA;31;1910;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4541;Latvia;LVA;31;1911;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4542;Latvia;LVA;31;1912;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4543;Latvia;LVA;31;1913;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4544;Latvia;LVA;31;1914;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;0;0;0;0;0;0;0;0;0
4545;Latvia;LVA;31;1915;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;0;0;0;0;0;0;0;0;0
4546;Latvia;LVA;31;1916;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;0;0;0;0;0;0;0;0;0
4547;Latvia;LVA;31;1917;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;0;0;0;0;0;0;0;0;0
4548;Latvia;LVA;31;1918;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;0;0;0;0;0;0;0;0;0
4549;Latvia;LVA;31;1919;;;;;;;;;;;;;;;;;0;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
4550;Latvia;LVA;31;1920;;1.1025879;0.877;0.624;0.852;;;;;;;;;;;;0;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
4551;Latvia;LVA;31;1921;;1.4665668;0.877;0.882;0.852;;;;;;;;;;;;0;;;;;1;0;1;1;0;0;0;0;0;0;0;0;0
4552;Latvia;LVA;31;1922;;1.4722099;0.877;0.886;0.852;;;;;;;;;;;;0;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
4553;Latvia;LVA;31;1923;;1.4905499;0.877;0.899;0.852;;;;;;;;;;;;0;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
4554;Latvia;LVA;31;1924;;1.4905499;0.877;0.899;0.852;;;;;;;;;;;;0;;;;;1;0;1;1;0;0;0;0;0;0;0;0;0
4555;Latvia;LVA;31;1925;;1.4877284;0.877;0.897;0.852;;;;;;;;;;;;1;;;;;1;0;1;1;0;0;0;0;0;0;0;0;0
4556;Latvia;LVA;31;1926;;1.4792638;0.877;0.891;0.852;;;;;;;;;;;;0;;;;;1;0;1;1;0;0;0;0;0;0;0;0;0
4557;Latvia;LVA;31;1927;;1.4792638;0.877;0.891;0.852;;;;;;;;;;;;0;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
4558;Latvia;LVA;31;1928;;1.4722099;0.877;0.886;0.852;;;;;;;;;;;;0;;;;;1;0;1;1;0;0;0;0;0;0;0;0;0
4559;Latvia;LVA;31;1929;;1.4524591;0.877;0.872;0.852;;;;;;;;;;;;0;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
4560;Latvia;LVA;31;1930;;1.4524591;0.877;0.872;0.852;;;;;;;;;;;;0;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
4561;Latvia;LVA;31;1931;;1.4538698;0.877;0.873;0.852;;;;;;;;;;;;0;;;;;1;0;1;1;0;0;0;0;0;0;0;0;0
4562;Latvia;LVA;31;1932;;1.459513;0.877;0.877;0.852;;;;;;;;;;;;0;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
4563;Latvia;LVA;31;1933;;1.459513;0.877;0.877;0.852;;;;;;;;;;;;0;;;;;1;0;1;1;0;0;0;0;0;0;0;0;0
4564;Latvia;LVA;31;1934;;-1.1897944;0.788;0.322;0.51;;;;;;;;;;;;0;;;;;1;0;1;1;0;0;0;0;0;0;0;0;0
4565;Latvia;LVA;31;1935;;-1.9259057;0.752;0;0.378;;;;;;;;;;;;0;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
4566;Latvia;LVA;31;1936;;-1.9778917;0.743;0;0.356;;;;;;;;;;;;0;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
4567;Latvia;LVA;31;1937;;-1.9778917;0.743;0;0.356;;;;;;;;;;;;0;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
4568;Latvia;LVA;31;1938;;-2.0098026;0.743;0;0.337;;;;;;;;;;;;0;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
4569;Latvia;LVA;31;1939;;-2.0098026;0.743;0;0.337;;;;;;;;;;;;0;;;;;0;1;1;1;0;0;0;0;0;0;0;0;0
4570;Latvia;LVA;31;1940;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;0;0;0;0;0;0;0;0;0
4571;Latvia;LVA;31;1941;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;0;0;0;0;0;0;0;0;0
4572;Latvia;LVA;31;1942;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;0;0;0;0;0;0;0;0;0
4573;Latvia;LVA;31;1943;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;0;0;0;0;0;0;0;0;0
4574;Latvia;LVA;31;1944;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;0;0;0;0;0;0;0;0;0
4575;Latvia;LVA;31;1945;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;0;0;0;0;0;0;0;0;0
4576;Latvia;LVA;31;1946;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4577;Latvia;LVA;31;1947;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4578;Latvia;LVA;31;1948;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4579;Latvia;LVA;31;1949;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4580;Latvia;LVA;31;1950;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4581;Latvia;LVA;31;1951;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4582;Latvia;LVA;31;1952;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4583;Latvia;LVA;31;1953;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4584;Latvia;LVA;31;1954;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4585;Latvia;LVA;31;1955;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4586;Latvia;LVA;31;1956;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4587;Latvia;LVA;31;1957;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4588;Latvia;LVA;31;1958;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4589;Latvia;LVA;31;1959;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4590;Latvia;LVA;31;1960;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
4591;Latvia;LVA;31;1961;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
